"isReserved","locID","OMSCHR","NAAM","TYPE","dataset","Sampler","GEBIED","SystemType","WVLC","vrijwillID","provincie","postcode","gemeente","SugbyINBO","Latitude","Longitude","VHAG","updateRes","CATC","startDate","restricties"
"FALSE","I_2322_1","Minderhout; Bredaseweg; FC:afw. brug;  BIO:70m afw. brug","Mark","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2322","Hoogstraten","YES","51.4309011909395","4.76572608662995","9502","FALSE",1,NA,""
"FALSE","I_2322_2","Minderhout; Castelreseweg, opw brug","Mark","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2322","Hoogstraten","YES","51.4174412063708","4.76998051499129","9502","FALSE",1,NA,""
"FALSE","I_9700_2","Melden,Meersbloem Leupegem-Meersbloem Melden,afwaarts brug","Maarkebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9700","Oudenaarde","YES","50.8327042846176","3.5938695774657","5003","FALSE",1,NA,""
"FALSE","I_2320_1","Wortel;'s Boschstraat,opw brug (achter Kolonie)","Mark","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2320","Hoogstraten","YES","51.406954578214","4.77200226484155","9502","FALSE",1,NA,""
"FALSE","I_9681_1","Nukerke, Holandstraat,opw weg","Molenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9681","Maarkedal","YES","50.7853785101458","3.60453257905859","5578","FALSE",2,NA,""
"FALSE","I_9700_3","Melden,Heilbroek,langs veldweg","Molenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9700","Oudenaarde","YES","50.8054141637798","3.55720366417879","5294","FALSE",2,NA,""
"FALSE","I_2320_2","Wortel;Klinketstraat,afw Klinketbrug (naast Kolon","Mark","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2320","Hoogstraten","YES","51.3984955957734","4.78540609220561","9502","FALSE",1,NA,""
"FALSE","I_9600_1","Klijpestraat, opw weg","Molenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9600","Ronse","YES","50.7418972387577","3.56096056815329","5188","FALSE",2,NA,""
"FALSE","I_9600_2","César Snoecklaan,thv Utexbel,afw weg","Molenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9600","Ronse","YES","50.7475678901575","3.58578891026278","5188","FALSE",2,NA,""
"FALSE","I_9600_3","IJsmolenstraat,opw weg","Molenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9600","Ronse","YES","50.7575235402269","3.64943118196245","5188","FALSE",2,NA,""
"FALSE","I_2330_1","opw. voetpadje na Vondelweg","Mark","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2330","Merksplas","YES","51.3673696941929","4.87551437774211","9502","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_8587_1","Spiere,Pijpestraat,afw weg","Grote Spiere","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8587","Spiere-Helkijn","YES","50.7279683700498","3.34663313039447","5039","FALSE",1,NA,""
"FALSE","I_8510_2","Doornikserijksweg-IJzeren Bareel,opw weg","Grote Spiere","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8510","Kortrijk","YES","50.7310412306561","3.32905753156031","5039","FALSE",1,NA,""
"FALSE","I_8510_3","Bellegem,Grotestraat,opw weg","Scheldebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8510","Kortrijk","YES","50.7571000643952","3.28681175414989","5174","FALSE",2,NA,""
"FALSE","I_8510_4","Bellegem,Dottenijsestraat,opw weg","Bosbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8510","Kortrijk","YES","50.7664844477205","3.29050901244373","5132","FALSE",2,NA,""
"FALSE","I_8510_5","Bellegem,Kwadebrug,Kwabrugstraat,opw weg","Grote Spiere","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8510","Kortrijk","YES","50.761781158048","3.26814885435627","5039","FALSE",2,NA,""
"FALSE","I_9920_1","Molendam-Molenslag,Molenbrug,opw weg","Oude Kale","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9920","Lievegem","YES","51.0832226480651","3.62070685172206","72","FALSE",1,NA,""
"FALSE","I_9850_1","Vaart Links,thv Afleidingskanaal Leie,opw weg","Poekebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9850","Deinze","YES","51.0338862063327","3.55126496542599","27","FALSE",1,NA,""
"FALSE","I_9850_2","Graaf van Hoornestraat,afw weg","Poekebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9850","Deinze","YES","51.0326640488401","3.54487081642325","27","FALSE",1,NA,""
"FALSE","I_9850_3","Poesele,Oude Kerkstraat","Poekebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9850","Deinze","YES","51.0290238427443","3.52087148764781","27","FALSE",1,NA,""
"FALSE","I_9880_1","Poeke,Kasteelwijk,Kasteelstraat,afw weg","Poekebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9880","Aalter","YES","51.040166747976","3.45187002706089","27","FALSE",1,NA,""
"FALSE","I_2328_1","Meerle, Oosteneinde, grenspaal 216 (300m opw Kapui","Gouwbergse Loop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2328","Meerle","YES","51.4818124459017","4.82894969700402","10163","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_8755_1","Kruiskerkestraat,opw weg","Wantebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8755","Ruiselede","YES","51.0651014254196","3.38679600141979","293","FALSE",2,NA,""
"FALSE","I_8755_2","Vorte Bossen,Kruisbergstraat","Wantebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8755","Ruiselede","YES","51.0766769950624","3.3735528062125","293","FALSE",2,NA,""
"FALSE","I_8700_2","Schuiferskapelle,Rijkegemkouterstraat,opw weg","Kapellebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8700","Tielt","YES","51.031428741078","3.35424100532074","169","FALSE",2,NA,""
"FALSE","I_9990_1","Rokalseidestraat, voor mnd in Schipdonkk.","Ede","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9990","Maldegem","YES","51.2342201072371","3.44151239364861","620","FALSE",2,NA,""
"FALSE","I_9990_2","Moerhuizestraat","Noordbroekwatergang","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9990","Maldegem","YES","51.230680201959","3.45794751773321","2143","FALSE",2,NA,""
"FALSE","I_9990_3","Koningin Astridlaan, spoorweg","Ede","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9990","Maldegem","YES","51.2044149130485","3.43955741009675","620","FALSE",2,NA,""
"FALSE","I_9990_4","Kleit, Pot en Zuidhoutstraat, Maasbone","Ede","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9990","Maldegem","YES","51.1750863729976","3.47138705626858","620","FALSE",2,NA,""
"FALSE","I_9990_5","Kleine Burkel, Goebilkstraat - zijweg","Leegakkerbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9990","Maldegem","YES","51.1799601069853","3.41198368749239","874","FALSE",2,NA,""
"FALSE","I_9991_1","Adegem, Akker","Watergang van de grote leegte","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9991","Maldegem","YES","51.1825026105237","3.51635462437563","79","FALSE",2,NA,""
"FALSE","I_9991_2","Adegem, Heulendonk","Watergang van de grote leegte","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9991","Maldegem","YES","51.1869636490631","3.49696302048857","79","FALSE",2,NA,""
"FALSE","I_9910_1","Over Leiestraat"," ","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9910","Aalter","YES","51.11841190255","3.38813326036729","1036","FALSE",2,NA,""
"FALSE","I_9881_1","Bellem, Eksterstraat","Fortloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9881","Aalter","YES","51.1045717027697","3.50725124429904","397","FALSE",2,NA,""
"FALSE","I_9031_1","Vinderhoute,Bulken,Langendam","Merebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9031","Gent","YES","51.0822353727111","3.65431781869872","402","FALSE",1,NA,""
"FALSE","I_9930_1","Stoktevijver,opw brug","'T Liefken","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9930","Lievegem","YES","51.1413858870729","3.55978804815131","464","FALSE",1,NA,""
"FALSE","I_9950_1","Lievetragel,Beirtje,Beirtjesbrug","'T Liefken","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9950","Lievegem","YES","51.1388672937937","3.61527269410994","24","FALSE",1,NA,""
"FALSE","I_9950_2","Lievetragal,thv pompstation","'T Liefken","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9950","Lievegem","YES","51.133781477541","3.62695594594898","24","FALSE",1,NA,""
"FALSE","I_9920_2","Boterhoek,Klaverkesbrug","'T Liefken","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9920","Lievegem","YES","51.1207378430316","3.64134613078245","24","FALSE",1,NA,""
"FALSE","I_9940_2","Spoorwegstraat-Christoffelweg-veldweg langs spoorweg,afw brug (Waalbrug)","Nieuwe Kale","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9940","Evergem","YES","51.1039418508163","3.70790042549585","625","FALSE",1,NA,""
"FALSE","I_9940_3","Westbeke","Nieuwe Kale","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9940","Evergem","YES","51.093148493259","3.6754492521055","625","FALSE",1,NA,""
"FALSE","I_9940_4","Sleidinge,Bosstraat","Brakeleike","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen","9940","Evergem","YES","51.1460373221646","3.64641163237818","487","FALSE",1,NA,""
"FALSE","I_2990_5","De Munt, Vlamingweg, opw baangrachten én drainagebuis","Herselingloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2990","Wuustwezel","YES","51.4142404824184","4.69735451385203","10056","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_8340_1","Moerkerke, Moerkerkebrug","Hoge Watering","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8340","Damme","YES","51.240441022406","3.34660122792188","2129","FALSE",2,NA,""
"FALSE","I_8340_2","Lapscheure, Natienlaan","Zevengemete","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8340","Damme","YES","51.2791619183105","3.35029527857361","2306","FALSE",2,NA,""
"FALSE","I_8340_3","Sijsele, Brieversweg, Kaleshoek","Kaleshoekbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8340","Damme","YES","51.2317014454063","3.36420334023601","2713","FALSE",2,NA,""
"FALSE","I_2387_6","Ulicoten; Hoogstratensebaan, opw Baarlebrug","Merkske","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2387","Baarle-Hertog","YES","51.4159616258278","4.84663682889199","9617","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_2330_2","Afwaarts overloop rietvijver, via Witte-keienweg","Staakheuvelse Loop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2330","Baarle-Hertog","YES","51.4127360447867","4.84860138922937","9878","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_2387_1","Zondereigen; Ginhoven, opw(FC) en afw(BIO) brug","Noordermark","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2387","Baarle-Hertog","YES","51.4071976980707","4.87074729197294","9670","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_2387_2","Grens Baarle Hertog; via Bruul en 130m zandweg","Noordermark","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2387","Baarle-Hertog","YES","51.4002955257167","4.89749933413491","9670","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_2387_3","Zondereigen; Ginhoven, Stw op Weelde, afw dreef","Noordermark","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2387","Baarle-Hertog","YES","51.397547541789","4.89899103244545","9670","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_2387_4","Ginhoven, zijweg Zondereigen 94","Ginhovenloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2387","Baarle-Hertog","YES","51.4075023073136","4.87730382273331","9827","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_2310_1","St-Jozef, Hoge Heideweg, opw weg","Dellenloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2310","Rijkevorsel","YES","51.3350129245959","4.78299982706928","9999","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_2940_1","Abtsdreef, afw brug, afw Fort Stabroek","Antitankkanaal","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2940","Stabroek","YES","51.3412834274462","4.3502763720505","113","FALSE",1,NA,""
"FALSE","I_2930_1","Bethanië, einde Leemputweg","Antitankkanaal","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2930","Brasschaat","YES","51.3214046473438","4.50540221018621","113","FALSE",1,NA,""
"FALSE","I_2381_1","Weelde; Litse Heide, zijwegje Meir, opw. weg","Leyloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2381","Ravels","YES","51.4274109035644","4.98696279754626","9511","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_8431_1","Leffinge, Vaartdijk Noord, opw pompgemaal","Puidenbroekgeleed","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8431","Middelkerke","YES","51.1694344384621","2.85134362396901","130","FALSE",2,NA,""
"FALSE","I_8433_3","Slijpe, Donkermaneschijnweg, opw de weg","Slijpeduikergeleed","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8433","Middelkerke","YES","51.1590998191821","2.84819083442785","234","FALSE",2,NA,""
"FALSE","I_8480_1","Mexicooooooooooostraat","Blekerijbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8480","Ichtegem","YES","51.087488265013","3.01011453291905","1523","FALSE",2,NA,""
"FALSE","I_8480_2","Noordmiddenstraat, thv huisnr 7","Aletebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8480","Ichtegem","YES","51.1364702696876","3.03801309237485","1921","FALSE",2,NA,""
"FALSE","I_8480_3","Bekegem, Bruggestraat, Boskapel","Bekegemsebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8480","Ichtegem","YES","51.1417802263603","3.06431504019897","1844","FALSE",2,NA,""
"FALSE","I_8490_1","Snellegem, Isenbaartstraat, afw Snellegem","Witterusbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8490","Jabbeke","YES","51.1752381439749","3.1130205550455","2223","FALSE",2,NA,""
"FALSE","I_8730_1","Boereweg","Zuiddambeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8730","Beernem","YES","51.1571300336695","3.31813251478183","1170","FALSE",2,NA,""
"FALSE","I_8730_2","Hoornstraat","Biezemoerbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8730","Beernem","YES","51.1465228625317","3.34999890468502","1118","FALSE",2,NA,""
"FALSE","I_2381_2","Weelde; Schootseweg, naast weg, opw monding in Aa","Witvenloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen","2381","Ravels","YES","51.4124820025411","5.041452602098","9677","FALSE",2,NA,"bij voorkeur tussen 20/07 - 01/09"
"FALSE","I_8370_1","Uitkerke, Scharebrugstraat, Scharebrug","Blankenbergsevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8370","Blankenberge","YES","51.2921718576292","3.11865677247249","2123","FALSE",1,NA,""
"FALSE","I_8730_3","Assebroek, Looweideweg","St. Trudoledeken","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8730","Beernem","YES","51.1900815430514","3.28779333912633","2616","FALSE",2,NA,""
"FALSE","I_8200_1","Sint-Michiels, Rijselstraat, Stokvelde","Kerkebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8200","Brugge","YES","51.1753274099865","3.20975144095411","54716","FALSE",1,NA,""
"FALSE","I_3920_4","De Hutten, thv grenspaal 1843, opw oostzijde weg","Kolksgracht","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg","3920","Lommel","YES","51.2753801909366","5.34605141602878","9507","FALSE",2,NA,""
"FALSE","I_8210_1","Bruggestraat","Rollewegbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8210","Zedelgem","YES","51.1244872122695","3.1237838717553","63966","FALSE",2,NA,""
"FALSE","I_8020_1","Stationsstraat, Gruuthuyse kasteel","Rivierbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8020","Oostkamp","YES","51.1530017150617","3.25318769892454","28","FALSE",1,NA,""
"FALSE","I_8020_2","Waterstraat, Nieuwenhove","Rivierbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8020","Oostkamp","YES","51.1254840595753","3.23523007588681","28","FALSE",1,NA,""
"FALSE","I_8810_1","Ketelbuiserstraat","Regenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8810","Lichtervelde","YES","51.05623761283","3.14036295004352","128","FALSE",2,NA,""
"FALSE","I_8820_1","Merelaarstraat, voor kapel rechtes (slagboom privéweg)","Rivierbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8820","Torhout","YES","51.0557343036332","3.1257975966084","28","FALSE",2,NA,""
"FALSE","I_8020_3","Hertsberg, Sterredreef","Hertsbergebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8020","Oostkamp","YES","51.1025831537286","3.25750294256803","927","FALSE",1,NA,""
"FALSE","I_8750_1","Schuiferskapellestraat, zijweg","Poelvoordebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8750","Wingene","YES","51.0444402938767","3.31566918553463","1115","FALSE",2,NA,""
"FALSE","I_8750_2","Koolskamp, Jostraat, Noordhoek","Jobeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8750","Wingene","YES","51.0213582257631","3.21256230538997","318","FALSE",2,NA,""
"FALSE","I_3910_1","Grote Heide, thv natuurreservaat Hageven, opw brug","Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg","3910","Pelt","YES","51.2678490804417","5.42832833729296","9512","FALSE",1,NA,""
"FALSE","I_8691_2","Beveren, Lindestraat, afw","Neerloopbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8691","Alveringem","YES","50.9516080509867","2.66571168615215","1891","FALSE",2,NA,""
"FALSE","I_8691_3","Stavele, Lindestraat, afw","Lepkenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8691","Alveringem","YES","50.9548744048821","2.67521650849631","1920","FALSE",2,NA,""
"FALSE","I_3910_2","Neerpelt, Volmolenstr, opw weg","Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg","3910","Pelt","YES","51.2358367902852","5.4214857760947","9512","FALSE",1,NA,""
"FALSE","I_8600_2","Esen, Vladslostraat, afw","Handzamevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8600","Diksmuide","YES","51.0365100617293","2.90772740515308","1208","FALSE",1,NA,""
"FALSE","I_8600_3","Vladslo, Einsdijkstraat, br. Eindsdijk-Esenbroek","Handzamevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8600","Diksmuide","YES","51.0345673286899","2.92663845567409","1208","FALSE",1,NA,""
"FALSE","I_3910_3","Vaartweg, 20 m opw. monding Eindergatloop, RO, thv afspanning Dommelhof","Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg","3910","Pelt","YES","51.2337839574032","5.42185462371941","9512","FALSE",1,NA,""
"FALSE","I_8610_1","Krekebekestraat, afw Kortemark","Handzamevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8610","Kortemark","YES","51.0260090592263","3.02398676553815","1208","FALSE",1,NA,""
"FALSE","I_8820_2","Bakvoordestraat-zijweg,afw samenvl.","Handzamevaart","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8820","Torhout","YES","51.0413733916461","3.09598941333798","1208","FALSE",2,NA,""
"FALSE","I_8820_3","Ieperse Heerweg, opw. zijbeek","Koebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8820","Torhout","YES","51.0565536577173","3.09559098298929","1443","FALSE",2,NA,""
"FALSE","I_8610_2","Zarren, Steenstraat, weg Werk.-Roggev.","Zarrenbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8610","Kortemark","YES","51.0237421751243","2.94657324619157","1496","FALSE",1,NA,""
"FALSE","I_8830_1","Delaeystraat, Hazewind","Kruisbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8830","Hooglede","YES","50.9868322570367","3.03223250230022","1710","FALSE",2,NA,""
"FALSE","I_3900_1","Overpelt, Dommellaan, 10 m opw Wedelsemolen, opw houten brugje","Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg","3900","Pelt","YES","51.181242618393","5.43671561386926","9512","FALSE",1,NA,""
"FALSE","I_3900_2","Kleine-Brogel,opw brug aan woning (galerie Daelhoxent)","Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg","3900","Pelt","YES","51.1724976751224","5.43651538285237","9512","FALSE",1,NA,""
"FALSE","I_8820_4","Roeselaarse Weg, Sneppe","Handzamevaart","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8820","Torhout","YES","51.0388926554761","3.10774978685865","1208","FALSE",2,NA,""
"FALSE","I_8810_2","Leysafortstraat","Handzamevaart","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8810","Lichtervelde","YES","51.02430803923","3.15371612428014","1208","FALSE",2,NA,""
"FALSE","I_8600_4","Woumen, Noordbroekstraat, Rillebroek, afw","Stenensluisvaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8600","Diksmuide","YES","50.9946806723887","2.8366845856402","1379","FALSE",1,NA,""
"FALSE","I_8900_1","Rijselseweg - zijweg langs spoorweg - stroomopw stuw","Ieperlee","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8900","Ieper","YES","50.8357534629527","2.89151522679454","1206","FALSE",1,NA,""
"FALSE","I_8953_3","Voormezele, Armentierseweg","Diependaalbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8953","Heuvelland","YES","50.8019754724267","2.89029095862716","1376","FALSE",2,NA,""
"FALSE","I_8953_4","Wijtschate, Kroonaardstraat","Ieperlee","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8953","Heuvelland","YES","50.7895898077878","2.86941664502741","1206","FALSE",2,NA,""
"FALSE","I_8956_1","Kemmel, Kriekstraat, afwaarts","Willebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8956","Heuvelland","YES","50.7969742988662","2.83006705897839","2019","FALSE",2,NA,""
"FALSE","I_8956_2","Kemmel, Willebeek, speelplein-wandelpad","Willebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8956","Heuvelland","YES","50.7868584431721","2.82730545708217","2031","FALSE",2,NA,""
"FALSE","I_8650_1","Merkem, Ketsedijk","Martjevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8650","Houthulst","YES","50.9552018864345","2.8333189679572","1216","FALSE",1,NA,""
"FALSE","I_8920_1","Langemark, Sint-Juliaan, Brugseweg, afw samenvloei","Martjevaart","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8920","Langemark-Poelkapelle","YES","50.8895765262774","2.93663293830138","1216","FALSE",2,NA,""
"FALSE","I_8920_2","Roeselarestraat","Nieuwebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8920","Langemark-Poelkapelle","YES","50.8874606495509","2.97221880828904","1377","FALSE",2,NA,""
"FALSE","I_8920_3","Poelkapelle, Lange Molenstraat, afw Paddebeek","Lekkerboterbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8920","Langemark-Poelkapelle","YES","50.9137032189201","2.97963028871744","1543","FALSE",2,NA,""
"FALSE","I_8647_2","Reninge, Bernardplaatsstraat, Bernardusplasbrug","Kemmelbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8647","Lo-Reninge","YES","50.9226917307556","2.82523535053305","1204","FALSE",1,NA,""
"FALSE","I_8647_3","Zuidschote, op baan Zuidschote-Reninge (saf!)","Kemmelbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8647","Lo-Reninge","YES","50.9146201237879","2.82542957578574","1204","FALSE",1,NA,""
"FALSE","I_8970_1","Reningelst, Vlamertingseweg zijweg, afw Reningelst","Kemmelbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8970","Poperinge","YES","50.8232239344434","2.77776441473269","1204","FALSE",2,NA,""
"FALSE","I_8640_1","Oostvleteren, Stavelestraat, Evershamhoeve","Poperingevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8640","Vleteren","YES","50.9468728508608","2.71635481653596","1203","FALSE",1,NA,""
"FALSE","I_8970_2","Pezelhoekstraat, Reepje","Poperingevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8970","Poperinge","YES","50.8662181100763","2.74468081969242","1203","FALSE",1,NA,""
"FALSE","I_8970_3","Ouderdomseweg","Hazelbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen","8970","Poperinge","YES","50.8371480704287","2.76033888712474","1997","FALSE",2,NA,""
