"","OMSCHR","VHAG","NAAM","TYPE","dataset","Sampler","GEBIED","SystemType","WVLC","vrijwillID","provincie","postcode","gemeente","locID","SugbyINBO","isReserved","Latitude","Longitude","updateRes"
"346","Meerle, Oosteneinde, grenspaal 216 (300m opw Kapui",10163,"Gouwbergse Loop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen",2328,"Meerle","I_2328_1","YES","FALSE",51.4818124459017,4.82894969700402,"FALSE"
"347","Kruiskerkestraat,opw weg",293,"Wantebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8755,"Ruiselede","I_8755_1","YES","FALSE",51.0651014254196,3.38679600141979,"FALSE"
"348","Vorte Bossen,Kruisbergstraat",293,"Wantebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8755,"Ruiselede","I_8755_2","YES","FALSE",51.0766769950624,3.3735528062125,"FALSE"
"349","Schuiferskapelle,Rijkegemkouterstraat,opw weg",169,"Kapellebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8700,"Tielt","I_8700_2","YES","FALSE",51.031428741078,3.35424100532074,"FALSE"
"350","Rokalseidestraat, voor mnd in Schipdonkk.",620,"Ede","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9990,"Maldegem","I_9990_1","YES","FALSE",51.2342201072371,3.44151239364861,"FALSE"
"351","Moerhuizestraat",2143,"Noordbroekwatergang","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9990,"Maldegem","I_9990_2","YES","FALSE",51.230680201959,3.45794751773321,"FALSE"
"352","Koningin Astridlaan, spoorweg",620,"Ede","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9990,"Maldegem","I_9990_3","YES","FALSE",51.2044149130485,3.43955741009675,"FALSE"
"353","Kleit, Pot en Zuidhoutstraat, Maasbone",620,"Ede","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9990,"Maldegem","I_9990_4","YES","FALSE",51.1750863729976,3.47138705626858,"FALSE"
"354","Kleine Burkel, Goebilkstraat - zijweg",874,"Leegakkerbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9990,"Maldegem","I_9990_5","YES","FALSE",51.1799601069853,3.41198368749239,"FALSE"
"355","Adegem, Akker",79,"Watergang van de grote leegte","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9991,"Maldegem","I_9991_1","YES","FALSE",51.1825026105237,3.51635462437563,"FALSE"
"356","Adegem, Heulendonk",79,"Watergang van de grote leegte","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9991,"Maldegem","I_9991_2","YES","FALSE",51.1869636490631,3.49696302048857,"FALSE"
"357","Over Leiestraat",1036," ","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9910,"Aalter","I_9910_1","YES","FALSE",51.11841190255,3.38813326036729,"FALSE"
"358","Bellem, Eksterstraat",397,"Fortloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9881,"Aalter","I_9881_1","YES","FALSE",51.1045717027697,3.50725124429904,"FALSE"
"359","Vinderhoute,Bulken,Langendam",402,"Merebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9031,"Gent","I_9031_1","YES","FALSE",51.0822353727111,3.65431781869872,"FALSE"
"360","Stoktevijver,opw brug",464,"'T Liefken","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9930,"Lievegem","I_9930_1","YES","FALSE",51.1413858870729,3.55978804815131,"FALSE"
"361","Lievetragel,Beirtje,Beirtjesbrug",24,"'T Liefken","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9950,"Lievegem","I_9950_1","YES","FALSE",51.1388672937937,3.61527269410994,"FALSE"
"362","Lievetragal,thv pompstation",24,"'T Liefken","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9950,"Lievegem","I_9950_2","YES","FALSE",51.133781477541,3.62695594594898,"FALSE"
"363","Boterhoek,Klaverkesbrug",24,"'T Liefken","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9920,"Lievegem","I_9920_2","YES","FALSE",51.1207378430316,3.64134613078245,"FALSE"
"364","Spoorwegstraat-Christoffelweg-veldweg langs spoorweg,afw brug (Waalbrug)",625,"Nieuwe Kale","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9940,"Evergem","I_9940_2","YES","FALSE",51.1039418508163,3.70790042549585,"FALSE"
"365","Westbeke",625,"Nieuwe Kale","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9940,"Evergem","I_9940_3","YES","FALSE",51.093148493259,3.6754492521055,"FALSE"
"366","Sleidinge,Bosstraat",487,"Brakeleike","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9940,"Evergem","I_9940_4","YES","FALSE",51.1460373221646,3.64641163237818,"FALSE"
"367","De Munt, Vlamingweg, opw baangrachten én drainagebuis",10056,"Herselingloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen",2990,"Wuustwezel","I_2990_5","YES","FALSE",51.4142404824184,4.69735451385203,"FALSE"
"368","Moerkerke, Moerkerkebrug",2129,"Hoge Watering","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8340,"Damme","I_8340_1","YES","FALSE",51.240441022406,3.34660122792188,"FALSE"
"369","Lapscheure, Natienlaan",2306,"Zevengemete","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8340,"Damme","I_8340_2","YES","FALSE",51.2791619183105,3.35029527857361,"FALSE"
"370","Sijsele, Brieversweg, Kaleshoek",2713,"Kaleshoekbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8340,"Damme","I_8340_3","YES","FALSE",51.2317014454063,3.36420334023601,"FALSE"
"371","Ulicoten; Hoogstratensebaan, opw Baarlebrug",9617,"Merkske","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen",2387,"Baarle-Hertog","I_2387_6","YES","FALSE",51.4159616258278,4.84663682889199,"FALSE"
"372","Afwaarts overloop rietvijver, via Witte-keienweg",9878,"Staakheuvelse Loop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen",2330,"Baarle-Hertog","I_2330_2","YES","FALSE",51.4127360447867,4.84860138922937,"FALSE"
"373","Zondereigen; Ginhoven, opw(FC) en afw(BIO) brug",9670,"Noordermark","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen",2387,"Baarle-Hertog","I_2387_1","YES","FALSE",51.4071976980707,4.87074729197294,"FALSE"
"374","Grens Baarle Hertog; via Bruul en 130m zandweg",9670,"Noordermark","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen",2387,"Baarle-Hertog","I_2387_2","YES","FALSE",51.4002955257167,4.89749933413491,"FALSE"
"375","Zondereigen; Ginhoven, Stw op Weelde, afw dreef",9670,"Noordermark","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen",2387,"Baarle-Hertog","I_2387_3","YES","FALSE",51.397547541789,4.89899103244545,"FALSE"
"376","Ginhoven, zijweg Zondereigen 94",9827,"Ginhovenloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen",2387,"Baarle-Hertog","I_2387_4","YES","FALSE",51.4075023073136,4.87730382273331,"FALSE"
"377","St-Jozef, Hoge Heideweg, opw weg",9999,"Dellenloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen",2310,"Rijkevorsel","I_2310_1","YES","FALSE",51.3350129245959,4.78299982706928,"FALSE"
"378","Abtsdreef, afw brug, afw Fort Stabroek",113,"Antitankkanaal","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen",2940,"Stabroek","I_2940_1","YES","FALSE",51.3412834274462,4.3502763720505,"FALSE"
"379","Bethanië, einde Leemputweg",113,"Antitankkanaal","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen",2930,"Brasschaat","I_2930_1","YES","FALSE",51.3214046473438,4.50540221018621,"FALSE"
"380","Weelde; Litse Heide, zijwegje Meir, opw. weg",9511,"Leyloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen",2381,"Ravels","I_2381_1","YES","FALSE",51.4274109035644,4.98696279754626,"FALSE"
"381","Leffinge, Vaartdijk Noord, opw pompgemaal",130,"Puidenbroekgeleed","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8431,"Middelkerke","I_8431_1","YES","FALSE",51.1694344384621,2.85134362396901,"FALSE"
"382","Slijpe, Donkermaneschijnweg, opw de weg",234,"Slijpeduikergeleed","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8433,"Middelkerke","I_8433_3","YES","FALSE",51.1590998191821,2.84819083442785,"FALSE"
"383","Mexicooooooooooostraat",1523,"Blekerijbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8480,"Ichtegem","I_8480_1","YES","FALSE",51.087488265013,3.01011453291905,"FALSE"
"384","Noordmiddenstraat, thv huisnr 7",1921,"Aletebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8480,"Ichtegem","I_8480_2","YES","FALSE",51.1364702696876,3.03801309237485,"FALSE"
"385","Bekegem, Bruggestraat, Boskapel",1844,"Bekegemsebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8480,"Ichtegem","I_8480_3","YES","FALSE",51.1417802263603,3.06431504019897,"FALSE"
"386","Snellegem, Isenbaartstraat, afw Snellegem",2223,"Witterusbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8490,"Jabbeke","I_8490_1","YES","FALSE",51.1752381439749,3.1130205550455,"FALSE"
"387","Boereweg",1170,"Zuiddambeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8730,"Beernem","I_8730_1","YES","FALSE",51.1571300336695,3.31813251478183,"FALSE"
"388","Hoornstraat",1118,"Biezemoerbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8730,"Beernem","I_8730_2","YES","FALSE",51.1465228625317,3.34999890468502,"FALSE"
"389","Weelde; Schootseweg, naast weg, opw monding in Aa",9677,"Witvenloop","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Antwerpen",2381,"Ravels","I_2381_2","YES","FALSE",51.4124820025411,5.041452602098,"FALSE"
"390","Uitkerke, Scharebrugstraat, Scharebrug",2123,"Blankenbergsevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8370,"Blankenberge","I_8370_1","YES","FALSE",51.2921718576292,3.11865677247249,"FALSE"
"391","Assebroek, Looweideweg",2616,"St. Trudoledeken","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8730,"Beernem","I_8730_3","YES","FALSE",51.1900815430514,3.28779333912633,"FALSE"
"392","Sint-Michiels, Rijselstraat, Stokvelde",54716,"Kerkebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8200,"Brugge","I_8200_1","YES","FALSE",51.1753274099865,3.20975144095411,"FALSE"
"393","De Hutten, thv grenspaal 1843, opw oostzijde weg",9507,"Kolksgracht","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3920,"Lommel","I_3920_4","YES","FALSE",51.2753801909366,5.34605141602878,"FALSE"
"394","Bruggestraat",63966,"Rollewegbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8210,"Zedelgem","I_8210_1","YES","FALSE",51.1244872122695,3.1237838717553,"FALSE"
"395","Stationsstraat, Gruuthuyse kasteel",28,"Rivierbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8020,"Oostkamp","I_8020_1","YES","FALSE",51.1530017150617,3.25318769892454,"FALSE"
"396","Waterstraat, Nieuwenhove",28,"Rivierbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8020,"Oostkamp","I_8020_2","YES","FALSE",51.1254840595753,3.23523007588681,"FALSE"
"397","Ketelbuiserstraat",128,"Regenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8810,"Lichtervelde","I_8810_1","YES","FALSE",51.05623761283,3.14036295004352,"FALSE"
"398","Merelaarstraat, voor kapel rechtes (slagboom privéweg)",28,"Rivierbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8820,"Torhout","I_8820_1","YES","FALSE",51.0557343036332,3.1257975966084,"FALSE"
"399","Hertsberg, Sterredreef",927,"Hertsbergebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8020,"Oostkamp","I_8020_3","YES","FALSE",51.1025831537286,3.25750294256803,"FALSE"
"400","Schuiferskapellestraat, zijweg",1115,"Poelvoordebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8750,"Wingene","I_8750_1","YES","FALSE",51.0444402938767,3.31566918553463,"FALSE"
"401","Koolskamp, Jostraat, Noordhoek",318,"Jobeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8750,"Wingene","I_8750_2","YES","FALSE",51.0213582257631,3.21256230538997,"FALSE"
"402","Grote Heide, thv natuurreservaat Hageven, opw brug",9512,"Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3910,"Pelt","I_3910_1","YES","FALSE",51.2678490804417,5.42832833729296,"FALSE"
"403","Beveren, Lindestraat, afw",1891,"Neerloopbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8691,"Alveringem","I_8691_2","YES","FALSE",50.9516080509867,2.66571168615215,"FALSE"
"404","Stavele, Lindestraat, afw",1920,"Lepkenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8691,"Alveringem","I_8691_3","YES","FALSE",50.9548744048821,2.67521650849631,"FALSE"
"405","Neerpelt, Volmolenstr, opw weg",9512,"Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3910,"Pelt","I_3910_2","YES","FALSE",51.2358367902852,5.4214857760947,"FALSE"
"406","Esen, Vladslostraat, afw",1208,"Handzamevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8600,"Diksmuide","I_8600_2","YES","FALSE",51.0365100617293,2.90772740515308,"FALSE"
"407","Vladslo, Einsdijkstraat, br. Eindsdijk-Esenbroek",1208,"Handzamevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8600,"Diksmuide","I_8600_3","YES","FALSE",51.0345673286899,2.92663845567409,"FALSE"
"408","Vaartweg, 20 m opw. monding Eindergatloop, RO, thv afspanning Dommelhof",9512,"Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3910,"Pelt","I_3910_3","YES","FALSE",51.2337839574032,5.42185462371941,"FALSE"
"409","Krekebekestraat, afw Kortemark",1208,"Handzamevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8610,"Kortemark","I_8610_1","YES","FALSE",51.0260090592263,3.02398676553815,"FALSE"
"410","Bakvoordestraat-zijweg,afw samenvl.",1208,"Handzamevaart","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8820,"Torhout","I_8820_2","YES","FALSE",51.0413733916461,3.09598941333798,"FALSE"
"411","Ieperse Heerweg, opw. zijbeek",1443,"Koebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8820,"Torhout","I_8820_3","YES","FALSE",51.0565536577173,3.09559098298929,"FALSE"
"412","Zarren, Steenstraat, weg Werk.-Roggev.",1496,"Zarrenbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8610,"Kortemark","I_8610_2","YES","FALSE",51.0237421751243,2.94657324619157,"FALSE"
"413","Delaeystraat, Hazewind",1710,"Kruisbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8830,"Hooglede","I_8830_1","YES","FALSE",50.9868322570367,3.03223250230022,"FALSE"
"414","Overpelt, Dommellaan, 10 m opw Wedelsemolen, opw houten brugje",9512,"Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3900,"Pelt","I_3900_1","YES","FALSE",51.181242618393,5.43671561386926,"FALSE"
"415","Kleine-Brogel,opw brug aan woning (galerie Daelhoxent)",9512,"Dommel","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3900,"Pelt","I_3900_2","YES","FALSE",51.1724976751224,5.43651538285237,"FALSE"
"416","Roeselaarse Weg, Sneppe",1208,"Handzamevaart","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8820,"Torhout","I_8820_4","YES","FALSE",51.0388926554761,3.10774978685865,"FALSE"
"417","Leysafortstraat",1208,"Handzamevaart","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8810,"Lichtervelde","I_8810_2","YES","FALSE",51.02430803923,3.15371612428014,"FALSE"
"418","Woumen, Noordbroekstraat, Rillebroek, afw",1379,"Stenensluisvaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8600,"Diksmuide","I_8600_4","YES","FALSE",50.9946806723887,2.8366845856402,"FALSE"
"419","Rijselseweg - zijweg langs spoorweg - stroomopw stuw",1206,"Ieperlee","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8900,"Ieper","I_8900_1","YES","FALSE",50.8357534629527,2.89151522679454,"FALSE"
"420","Voormezele, Armentierseweg",1376,"Diependaalbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8953,"Heuvelland","I_8953_3","YES","FALSE",50.8019754724267,2.89029095862716,"FALSE"
"421","Wijtschate, Kroonaardstraat",1206,"Ieperlee","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8953,"Heuvelland","I_8953_4","YES","FALSE",50.7895898077878,2.86941664502741,"FALSE"
"422","Kemmel, Kriekstraat, afwaarts",2019,"Willebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8956,"Heuvelland","I_8956_1","YES","FALSE",50.7969742988662,2.83006705897839,"FALSE"
"423","Kemmel, Willebeek, speelplein-wandelpad",2031,"Willebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8956,"Heuvelland","I_8956_2","YES","FALSE",50.7868584431721,2.82730545708217,"FALSE"
"424","Merkem, Ketsedijk",1216,"Martjevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8650,"Houthulst","I_8650_1","YES","FALSE",50.9552018864345,2.8333189679572,"FALSE"
"425","Langemark, Sint-Juliaan, Brugseweg, afw samenvloei",1216,"Martjevaart","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8920,"Langemark-Poelkapelle","I_8920_1","YES","FALSE",50.8895765262774,2.93663293830138,"FALSE"
"426","Roeselarestraat",1377,"Nieuwebeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8920,"Langemark-Poelkapelle","I_8920_2","YES","FALSE",50.8874606495509,2.97221880828904,"FALSE"
"427","Poelkapelle, Lange Molenstraat, afw Paddebeek",1543,"Lekkerboterbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8920,"Langemark-Poelkapelle","I_8920_3","YES","FALSE",50.9137032189201,2.97963028871744,"FALSE"
"428","Reninge, Bernardplaatsstraat, Bernardusplasbrug",1204,"Kemmelbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8647,"Lo-Reninge","I_8647_2","YES","FALSE",50.9226917307556,2.82523535053305,"FALSE"
"429","Zuidschote, op baan Zuidschote-Reninge (saf!)",1204,"Kemmelbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8647,"Lo-Reninge","I_8647_3","YES","FALSE",50.9146201237879,2.82542957578574,"FALSE"
"430","Reningelst, Vlamertingseweg zijweg, afw Reningelst",1204,"Kemmelbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8970,"Poperinge","I_8970_1","YES","FALSE",50.8232239344434,2.77776441473269,"FALSE"
"431","Oostvleteren, Stavelestraat, Evershamhoeve",1203,"Poperingevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8640,"Vleteren","I_8640_1","YES","FALSE",50.9468728508608,2.71635481653596,"FALSE"
"432","Pezelhoekstraat, Reepje",1203,"Poperingevaart","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8970,"Poperinge","I_8970_2","YES","FALSE",50.8662181100763,2.74468081969242,"FALSE"
"433","Ouderdomseweg",1997,"Hazelbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8970,"Poperinge","I_8970_3","YES","FALSE",50.8371480704287,2.76033888712474,"FALSE"
"434","Haringe, Heyenbrugstraat",1217,"Heidebeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","West-Vlaanderen",8972,"Poperinge","I_8972_3","YES","FALSE",50.9030628607626,2.60604068063125,"FALSE"
"435","Wijchmaal, onverhard einde Elsevaart, opw. brugje",9702,"Bollisenbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3990,"Peer","I_3990_3","YES","FALSE",51.0989402545037,5.40376664302623,"FALSE"
"436","Bovenstestr, opw weg en zijgrachtjes",9633,"Kleinbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3990,"Peer","I_3990_4","YES","FALSE",51.1269890949841,5.4329174487008,"FALSE"
"437","Hamont, Kluizerdijk, voor Achelse Kluis, 20m opw brug",9508,"Warmbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3930,"Hamont-Achel","I_3930_2","YES","FALSE",51.2955648364893,5.48764416736356,"FALSE"
"438","Achel, Koebroekerweg, einde traj 80m afw brug, begin traj aan gewone es op RO",9508,"Warmbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3930,"Hamont-Achel","I_3930_3","YES","FALSE",51.2663016135025,5.49274396429746,"FALSE"
"439","St-Huibrechts-Lille, Geuskens, afw 101600 tot 10m voor de brug",9508,"Warmbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3910,"Pelt","I_3910_4","YES","FALSE",51.2412616565996,5.49513280057929,"FALSE"
"440","Kaulille, 5m opw brug en 102500",9508,"Warmbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3950,"Bocholt","I_3950_6","YES","FALSE",51.1968064927635,5.49538932476128,"FALSE"
"441","Kaulille; verlengde Molenstraat; einde traject 5m afw brug",9508,"Warmbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3950,"Bocholt","I_3950_7","YES","FALSE",51.1835538097867,5.50124825317642,"FALSE"
"442","Molenbeersel, Bekerstr, 20m opw brug",9967,"Lossing","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3640,"Kinrooi","I_3640_3","YES","FALSE",51.1695944711843,5.76845551703474,"FALSE"
"443","Molenbeersel, Weertersteenweg, onverhard pad natuurreservaat, 30m opw brug",9967,"Lossing","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3640,"Kinrooi","I_3640_4","YES","FALSE",51.1645166912246,5.73997789054417,"FALSE"
"444","Molenbeersel, Grootbroekstr, onverharde weg thv Donkerdijk, to richting natuurreservaat",9967,"Lossing","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3640,"Kinrooi","I_3640_5","YES","FALSE",51.1581748034485,5.71533031143156,"FALSE"
"445","Ittervoortweg; onverharde weg langs sportpark, links en vervolgens rechtsaf tss de velden door, begin traject 10m afw prikkeldraad + stuk tot aan bocht, opw brug (ca 30m)",9522,"Itterbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3640,"Kinrooi","I_3640_13","YES","FALSE",51.1615079624242,5.83326761628199,"FALSE"
"446","Kessenich, opw 114000",9522,"Itterbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3640,"Kinrooi","I_3640_14","YES","FALSE",51.1570656653496,5.79221185990336,"FALSE"
"447","Kessenich, Manestr, 10 m afw brug",9522,"Itterbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3640,"Kinrooi","I_3640_6","YES","FALSE",51.1509642488226,5.77547280507249,"FALSE"
"448","Tongerlo; langs Groenstraat; begin traject achter huisnummer 20 aan brugje",9522,"Itterbeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3960,"Bree","I_3960_1","YES","FALSE",51.1269079802501,5.66633943607268,"FALSE"
"449","Kinrooi; begin traject 10m opw brug aan MP 125000",9505,"Abeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3640,"Kinrooi","I_3640_7","YES","FALSE",51.1260420193059,5.81202498788289,"FALSE"
"450","Bocholt; begin MF-traject 300m afw MP 128000",9505,"Abeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3950,"Bocholt","I_3950_8","YES","FALSE",51.1796673128012,5.63179288474762,"FALSE"
"451","Bree; zijweg Abroxweg; begin traject 30m opw brug",9505,"Abeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3960,"Bree","I_3960_2","YES","FALSE",51.1660006165873,5.59793589619308,"FALSE"
"452","Ellikom, Neermolenstraat, begin traject 100 m afw verval aan Neermolen, Xcoördinaat",9505,"Abeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3670,"Oudsbergen","I_3670_4","YES","FALSE",51.134490824116,5.52140504391744,"FALSE"
"453","Ellikom, Brogelerweg, einde traject 10m afw brug",9505,"Abeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3670,"Oudsbergen","I_3670_5","YES","FALSE",51.1309585573803,5.52133212499817,"FALSE"
"454","begin traject 100m opw molen",9505,"Abeek","Cat2","VMM_Mtp"," "," ","Lotisch"," "," ","Limburg",3670,"Oudsbergen","I_3670_6","YES","FALSE",51.12713897936,5.51938062340756,"FALSE"
"455","Boekhoute,Braakmanstraat,Vrije Dijk",2802,"Zwartesluisbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9961,"Assenede","I_9961_1","YES","FALSE",51.2703389085039,3.74178012745995,"FALSE"
"456","Boekhoute,Scheurhoekstraat",2802,"Zwartesluisbeek","Cat1","VMM_Mtp"," "," ","Lotisch"," "," ","Oost-Vlaanderen",9960,"Assenede","I_9960_2","YES","FALSE",51.2612471816877,3.76342025776063,"FALSE"
